title,company,experience,salary,location,skills,posted,job_url,scraped_at,search_text,extracted_skills,city,salary_min_lpa,salary_max_lpa,salary_mid_lpa,exp_min_yrs,exp_max_yrs,exp_mid_yrs,company_type
Senior Data Analyst,Stryker,4-7 Yrs,Not disclosed,Gurugram,"Data Analyst, Azure, Power Bi, Sql Server, Ai, Tableau, Reporting Tools, Analytics",3 days ago,https://www.naukri.com/job-listings-senior-data-analyst-stryker-global-technology-center-pvt-ltd-gurugram-4-to-7-years-060426920620,2026-04-10 13:10,"Data Analyst, Azure, Power Bi, Sql Server, Ai, Tableau, Reporting Tools, Analytics  Senior Data Analyst","azure, data analysis, power bi, reporting, sql, sql server, tableau",Gurugram,,,,4.0,7.0,5.5,Other
"Sr. Data Analyst, Payments",Circle Internet Tech,8-13 Yrs,Not disclosed,Bengaluru,"Automation, Risk analytics, Analytical, Finance, Data analytics, Business banking, Financial services, SQL",1 week ago,https://www.naukri.com/job-listings-sr-data-analyst-payments-circle-internet-financial-bengaluru-8-to-13-years-020426504733,2026-04-10 13:10,"Automation, Risk analytics, Analytical, Finance, Data analytics, Business banking, Financial services, SQL  Sr. Data Analyst, Payments","data analysis, sql",Bengaluru,,,,8.0,13.0,10.5,Other
"Sr. Data Analyst, Payments",Circle Internet Tech,8-13 Yrs,Not disclosed,Bengaluru,"Automation, Risk analytics, Analytical, Finance, Data analytics, Business banking, Financial services, SQL",1 week ago,https://www.naukri.com/job-listings-sr-data-analyst-payments-circle-internet-financial-bengaluru-8-to-13-years-020426504047,2026-04-10 13:10,"Automation, Risk analytics, Analytical, Finance, Data analytics, Business banking, Financial services, SQL  Sr. Data Analyst, Payments","data analysis, sql",Bengaluru,,,,8.0,13.0,10.5,Other
Sr Data Analyst,Zensar,5-10 Yrs,Not disclosed,Hyderabad,"Product engineering, Data modeling, GCP, Analytical, MySQL, Schema, Senior Data Analyst, Fact",3+ weeks ago,https://www.naukri.com/job-listings-sr-data-analyst-zensar-technologies-hyderabad-5-to-10-years-060326503084,2026-04-10 13:10,"Product engineering, Data modeling, GCP, Analytical, MySQL, Schema, Senior Data Analyst, Fact  Sr Data Analyst","data analysis, data modeling, gcp, mysql",Hyderabad,,,,5.0,10.0,7.5,Other
Senior Data Analyst,PayU,5-10 Yrs,Not disclosed,Mumbai,"Data analysis, SAS, Risk analytics, Analytical, Machine learning, Risk management, Business intelligence, Operations",3+ weeks ago,https://www.naukri.com/job-listings-senior-data-analyst-payu-india-mumbai-5-to-10-years-011025504051,2026-04-10 13:10,"Data analysis, SAS, Risk analytics, Analytical, Machine learning, Risk management, Business intelligence, Operations  Senior Data Analyst","data analysis, machine learning, power bi",Mumbai,,,,5.0,10.0,7.5,Other
Data Analyst,MNC,0-2 Yrs,2.75-5 Lacs PA,"Pimpri-Chinchwad, Pune","Google Sheets, Power Bi, MS Office, SQL, Data Analytics, Large Databases, Google Data Studio, data vis",4 days ago,https://www.naukri.com/job-listings-data-analyst-tele-infotech-pimpri-chinchwad-pune-0-to-2-years-050426004770,2026-04-10 13:10,"Google Sheets, Power Bi, MS Office, SQL, Data Analytics, Large Databases, Google Data Studio, data vis  Data Analyst","data analysis, google sheets, power bi, sql",Pimpri-Chinchwad,2.75,5.0,3.88,0.0,2.0,1.0,Other
Financial Data Analyst (Alteryx),The Glove,0-7 Yrs,Not disclosed,"Pune, Gurugram, Delhi / NCR","Financial Planning And Analysis, Power Bi, FPA, Alteryx, Analysis, Finance, Financial analysis, Bi",3+ weeks ago,https://www.naukri.com/job-listings-financial-data-analyst-alteryx-the-glove-pune-gurugram-delhi-ncr-0-to-7-years-050326018760,2026-04-10 13:10,"Financial Planning And Analysis, Power Bi, FPA, Alteryx, Analysis, Finance, Financial analysis, Bi  Financial Data Analyst (Alteryx)",power bi,Pune,,,,0.0,7.0,3.5,Other
Data Analysis Traineeship ly Professional,Gigafactor Solutions,No fixed duration,Unpaid,Pune,,Starts in 1-3 months,https://www.naukri.com/job-listings-data-analysis-traineeship-ly-professional-gigafactor-solutions-pune-0-to-1-years-290126507734,2026-04-10 13:10,  Data Analysis Traineeship ly Professional,data analysis,Pune,,,,,,,Other
Intern - Data Analyst,Visit Health,0-1 Yrs,Not disclosed,Gurugram,"Data analysis, Intern, Nutrition, Analytical, Healthcare, Data Analyst, Analytics, SQL",3+ weeks ago,https://www.naukri.com/job-listings-intern-data-analyst-visit-health-gurugram-0-to-1-years-290126506895,2026-04-10 13:10,"Data analysis, Intern, Nutrition, Analytical, Healthcare, Data Analyst, Analytics, SQL  Intern - Data Analyst","data analysis, sql",Gurugram,,,,0.0,1.0,0.5,Other
Data Analyst Associate,Mhtechin,No fixed duration,Unpaid,Pune,,Starts in 1-3 months,https://www.naukri.com/job-listings-data-analyst-associate-mhtechin-pune-0-to-2-years-281025502399,2026-04-10 13:10,  Data Analyst Associate,,Pune,,,,,,,Other
Intern (Data Analyst) - Asset Management Services,TRC Corporate Consulting,6 months duration,"10,000/month",Gurugram,,Starts within 1 month,https://www.naukri.com/job-listings-intern-data-analyst-asset-management-services-trc-corporate-consulting-gurugram-0-to-1-years-270326027236,2026-04-10 13:10,  Intern (Data Analyst) - Asset Management Services,,Gurugram,,,,6.0,6.0,6.0,Other
Data Analyst Fresher,eAspire Technolabs Inc.,0-1 Yrs,Not disclosed,Lucknow,"Power Bi, Tableau, Data Analytics, Bi, Data analysis, Analytics, Data",2 weeks ago,https://www.naukri.com/job-listings-data-analyst-fresher-evoke-hr-lucknow-0-to-1-years-250326029114,2026-04-10 13:10,"Power Bi, Tableau, Data Analytics, Bi, Data analysis, Analytics, Data  Data Analyst Fresher","data analysis, power bi, tableau",Lucknow,,,,0.0,1.0,0.5,Other
Data Analyst Fresher,eAspire Technolabs Inc.,0-1 Yrs,Not disclosed,Faridabad,"data analysis and interpretation, KPIs and business metrics, data visualization tools, KPI, Data Integration Tools, Analysis, Metrics, Data Visualization",2 weeks ago,https://www.naukri.com/job-listings-data-analyst-fresher-evoke-hr-faridabad-0-to-1-years-250326021538,2026-04-10 13:10,"data analysis and interpretation, KPIs and business metrics, data visualization tools, KPI, Data Integration Tools, Analysis, Metrics, Data Visualization  Data Analyst Fresher","data analysis, data visualization, kpi, metrics",Faridabad,,,,0.0,1.0,0.5,Other
Data Analyst Fresher,eAspire Technolabs Inc.,0-1 Yrs,Not disclosed,Noida,"Power Bi, Tableau, Data Analytics, Bi, Data analysis, Analytics, Data",2 weeks ago,https://www.naukri.com/job-listings-data-analyst-fresher-evoke-hr-noida-0-to-1-years-200326018039,2026-04-10 13:10,"Power Bi, Tableau, Data Analytics, Bi, Data analysis, Analytics, Data  Data Analyst Fresher","data analysis, power bi, tableau",Noida,,,,0.0,1.0,0.5,Other
"Intern, Data Analyst",Ventra Health,0 Yrs,Not disclosed,Chennai,"python, data analytics, data analysis, natural language processing, neural networks, machine learning, artificial intelligence, sql",3 weeks ago,https://www.naukri.com/job-listings-intern-data-analyst-ventra-health-private-limited-chennai-0-to-0-years-190326000553,2026-04-10 13:10,"python, data analytics, data analysis, natural language processing, neural networks, machine learning, artificial intelligence, sql  Intern, Data Analyst","data analysis, machine learning, python, sql",Chennai,,,,0.0,0.0,0.0,Other
Data Analyst (Gujarati Speaker - India),Peroptyx,0-5 Yrs,Not disclosed,Remote,"English, Gujarati, Attention To Detail, Mapping, Research, Data Analytics, Analytics, Analysis",3 weeks ago,https://www.naukri.com/job-listings-data-analyst-speaker-india-peroptyx-vadodara-0-to-5-years-180326032653,2026-04-10 13:10,"English, Gujarati, Attention To Detail, Mapping, Research, Data Analytics, Analytics, Analysis  Data Analyst (Gujarati Speaker - India)",data analysis,Remote,,,,0.0,5.0,2.5,Other
Intern - Data Analyst,BOT Vfx,No fixed duration,Unpaid,"Madurai, Tiruppur, Salem, Chennai, Tiruchirapalli, Coimbatore",,Starts in 1-3 months,https://www.naukri.com/job-listings-intern-data-analyst-bot-vfx-india-private-limited-madurai-tiruppur-salem-chennai-tiruchirapalli-coimbatore-0-to-1-years-170326503872,2026-04-10 13:10,  Intern - Data Analyst,,Madurai,,,,,,,Other
"Associate Manager Data Analyst - Hadoop or Hive, Cloud, Python R",Optum,5-8 Yrs,27.5-32.5 Lacs PA,Hybrid - Bengaluru,"Hive, R, Hadoop, Big Data, Python, Cloud, Data, Management",3 weeks ago,https://www.naukri.com/job-listings-associate-manager-data-analyst-hadoop-or-hive-cloud-python-r-optum-bengaluru-5-to-8-years-170326045117,2026-04-10 13:10,"Hive, R, Hadoop, Big Data, Python, Cloud, Data, Management  Associate Manager Data Analyst - Hadoop or Hive, Cloud, Python R","hadoop, hive, python, r",Bengaluru,27.5,32.5,30.0,5.0,8.0,6.5,Other
Data Analyst Fresher (Hyderabad),eAspire Technolabs Inc.,0-1 Yrs,Not disclosed,Hyderabad,"Business Intelligence Reporting, Power Bi, Data Analytics, Analytics, Data analysis, Intelligence, Data, Business intelligence",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-fresher-hyderabad-evoke-hr-hyderabad-0-to-1-years-120326034756,2026-04-10 13:10,"Business Intelligence Reporting, Power Bi, Data Analytics, Analytics, Data analysis, Intelligence, Data, Business intelligence  Data Analyst Fresher (Hyderabad)","data analysis, power bi, reporting",Hyderabad,,,,0.0,1.0,0.5,Other
Data Analyst (Punjabi Speaker - India),Peroptyx,0-5 Yrs,Not disclosed,Remote,"English, Punjabi, Data Research, Translation, Data Analysis, Linguistics, Attention To Detail, Mapping",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-punjabi-speaker-india-peroptyx-amritsar-0-to-5-years-120326030175,2026-04-10 13:10,"English, Punjabi, Data Research, Translation, Data Analysis, Linguistics, Attention To Detail, Mapping  Data Analyst (Punjabi Speaker - India)",data analysis,Remote,,,,0.0,5.0,2.5,Other
Management Trainee - Data Analyst,SmartDocs Business Solutions,0-2 Yrs,4-6 Lacs PA,Hyderabad,"Business Intelligence Reporting, Data Analytics, Analytics, Data analysis, Intelligence, Training management, Data management, Data",3+ weeks ago,https://www.naukri.com/job-listings-management-trainee-data-analyst-smartdocs-business-solutions-hyderabad-0-to-2-years-110326030388,2026-04-10 13:10,"Business Intelligence Reporting, Data Analytics, Analytics, Data analysis, Intelligence, Training management, Data management, Data  Management Trainee - Data Analyst","data analysis, power bi, reporting",Hyderabad,4.0,6.0,5.0,0.0,2.0,1.0,Other
Data Analyst Trainee(Hubli),eAspire Technolabs Inc.,0-1 Yrs,Not disclosed,Hubli,"SQL / Database Knowledge, Data Visualization Tools, Data Analysis & Interpretation, Analysis, Data, Data Integration Tools, SQL, Data Visualization",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-trainee-hubli-evoke-hr-hubli-0-to-1-years-110326022138,2026-04-10 13:10,"SQL / Database Knowledge, Data Visualization Tools, Data Analysis & Interpretation, Analysis, Data, Data Integration Tools, SQL, Data Visualization  Data Analyst Trainee(Hubli)","data analysis, data visualization, sql",Hubli,,,,0.0,1.0,0.5,Other
Master Data Analyst,Sandvik Coromant,3-6 Yrs,Not disclosed,Pune,"PLM, data cleansing, Mining, business intelligence reporting, SAP, data governance, Data quality, MS Office",1 day ago,https://www.naukri.com/job-listings-master-data-analyst-sandvik-pune-3-to-6-years-090426503171,2026-04-10 13:10,"PLM, data cleansing, Mining, business intelligence reporting, SAP, data governance, Data quality, MS Office  Master Data Analyst","data governance, data quality, power bi, reporting",Pune,,,,3.0,6.0,4.5,Other
Data Trust Security Analysis Intern,LaCie Seagate,0-1 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","c++, python, data analytics, cyber security, network security, data security, information security, cryptography",6 days ago,https://www.naukri.com/job-listings-data-trust-security-analysis-intern-lacie-seagate-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-030426501649,2026-04-10 13:10,"c++, python, data analytics, cyber security, network security, data security, information security, cryptography  Data Trust Security Analysis Intern","data analysis, python",Kolkata,,,,0.0,1.0,0.5,Other
Global Data Analyst - Contract,Hitachi Energy,3-8 Yrs,Not disclosed,Bengaluru,"Data analysis, Automation, Publishing, Performance management, Sales operations, Analytical, Scheduling, Business intelligence",3+ weeks ago,https://www.naukri.com/job-listings-global-data-analyst-contract-hitachi-energy-bengaluru-3-to-8-years-030326502575,2026-04-10 13:10,"Data analysis, Automation, Publishing, Performance management, Sales operations, Analytical, Scheduling, Business intelligence  Global Data Analyst - Contract","data analysis, power bi",Bengaluru,,,,3.0,8.0,5.5,Other
"Data Analyst, Vendor Flex",Amazon,2-7 Yrs,Not disclosed,Bengaluru,"Supply chain, SAS, Business analysis, Reconciliation, Customer service, SPSS, Data mining, Business intelligence",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-vendor-flex-amazon-development-centre-india-pvt-ltd-bengaluru-2-to-7-years-020326500108,2026-04-10 13:10,"Supply chain, SAS, Business analysis, Reconciliation, Customer service, SPSS, Data mining, Business intelligence  Data Analyst, Vendor Flex",power bi,Bengaluru,,,,2.0,7.0,4.5,Product
Data Analyst / Web Researcher,Myvirtualdesks,0-3 Yrs,Not disclosed,Pune,"Data analysis, Web technologies, Data Analyst, Data analytics, data visualization, Management, Forecasting, Testing",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-web-researcher-myvirtualdesks-pune-0-to-3-years-311023502433,2026-04-10 13:10,"Data analysis, Web technologies, Data Analyst, Data analytics, data visualization, Management, Forecasting, Testing  Data Analyst / Web Researcher","data analysis, data visualization",Pune,,,,0.0,3.0,1.5,Other
Data Analyst Intern,Cloud Counselage,3 months duration,Unpaid,Mumbai,,Starts in 1-3 months,https://www.naukri.com/job-listings-data-analyst-intern-cloud-counselage-pvt-ltd-mumbai-0-to-1-years-301225507774,2026-04-10 13:10,  Data Analyst Intern,,Mumbai,,,,3.0,3.0,3.0,Other
Data Analysis Intern,Clear Quant,No fixed duration,Unpaid,Ahmedabad,,Starts in 1-3 months,https://www.naukri.com/job-listings-data-analysis-intern-clearquant-ahmedabad-0-to-1-years-290425504274,2026-04-10 13:10,  Data Analysis Intern,data analysis,Ahmedabad,,,,,,,Other
Data Analyst (Associate),Aumni Techworks,0-3 Yrs,Not disclosed,Pune,"python, data analysis, data manipulation, stakeholder management, power bi, sql, communication skills, Analysis",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-associate-aumni-techworks-pune-0-to-3-years-270625505381,2026-04-10 13:10,"python, data analysis, data manipulation, stakeholder management, power bi, sql, communication skills, Analysis  Data Analyst (Associate)","communication, data analysis, power bi, python, sql, stakeholder management",Pune,,,,0.0,3.0,1.5,Other
Financial Data Analyst,Qube Research And Technologies,0-3 Yrs,Not disclosed,Mumbai,"macros, vba coding, vba, writing, investment, excel macros, financial markets, communication skills",3+ weeks ago,https://www.naukri.com/job-listings-financial-data-analyst-qube-research-technologies-mumbai-0-to-3-years-250924503783,2026-04-10 13:10,"macros, vba coding, vba, writing, investment, excel macros, financial markets, communication skills  Financial Data Analyst","communication, excel",Mumbai,,,,0.0,3.0,1.5,Other
Data Analysis Volunteer,Connectfor,0-3 Yrs,Not disclosed,Ahmedabad,"msw, counselling, ngoss, content writing, teaching, social work, communication skills, social service",3+ weeks ago,https://www.naukri.com/job-listings-data-analysis-volunteer-connectfor-ahmedabad-0-to-3-years-240925507759,2026-04-10 13:10,"msw, counselling, ngoss, content writing, teaching, social work, communication skills, social service  Data Analysis Volunteer","communication, data analysis",Ahmedabad,,,,0.0,3.0,1.5,Other
Statistical Data Analyst,ams OSRAM Group,0-1 Yrs,Not disclosed,"New Delhi, Lucknow","Health insurance, Data analysis, Statistical analysis, Data management, STATA, Data Analyst, SPSS, HRD",3+ weeks ago,https://www.naukri.com/job-listings-statistical-data-analyst-ams-new-delhi-lucknow-0-to-1-years-240725501694,2026-04-10 13:10,"Health insurance, Data analysis, Statistical analysis, Data management, STATA, Data Analyst, SPSS, HRD  Statistical Data Analyst","data analysis, statistics",Delhi,,,,0.0,1.0,0.5,Other
Sports Data Analyst,Impact Hr N Km Solutions,0-1 Yrs,Not disclosed,Nashik,"Internet technologies, Basic, Data validation, RSS, C, Master data management, Product data management, Data Management Executive",3 weeks ago,https://www.naukri.com/job-listings-sports-data-analyst-impact-hr-n-km-solutions-nashik-0-to-1-years-190326501058,2026-04-10 13:10,"Internet technologies, Basic, Data validation, RSS, C, Master data management, Product data management, Data Management Executive  Sports Data Analyst",,Nashik,,,,0.0,1.0,0.5,Other
Sports Data Analyst,Impact Hr N Km Solutions,0-1 Yrs,Not disclosed,Nashik,"Basic, Data analysis, Data validation, RSS, C, Database, Data structures, Data Analyst",3 weeks ago,https://www.naukri.com/job-listings-sports-data-analyst-impact-hr-n-km-solutions-nashik-0-to-1-years-190326500611,2026-04-10 13:10,"Basic, Data analysis, Data validation, RSS, C, Database, Data structures, Data Analyst  Sports Data Analyst",data analysis,Nashik,,,,0.0,1.0,0.5,Other
Data Analyst Intern,Makunai Global Technologies,No fixed duration,Unpaid,Noida,,Starts in 1-3 months,https://www.naukri.com/job-listings-data-analyst-intern-makunai-global-technologies-noida-0-to-2-years-171125501231,2026-04-10 13:10,  Data Analyst Intern,,Noida,,,,,,,Other
Legal & Integrity Operations Developer & Data Analyst,Hitachi Energy,1-5 Yrs,Not disclosed,Bengaluru,"Telecom, Data management, Legal, Manager Technology, power bi, User support, Data Analyst, microsoft",3+ weeks ago,https://www.naukri.com/job-listings-legal-integrity-operations-developer-data-analyst-hitachi-energy-bengaluru-1-to-5-years-171024500680,2026-04-10 13:10,"Telecom, Data management, Legal, Manager Technology, power bi, User support, Data Analyst, microsoft  Legal & Integrity Operations Developer & Data Analyst",power bi,Bengaluru,,,,1.0,5.0,3.0,Other
Associate Data Analyst,Xenonstack,No fixed duration,Unpaid,Mohali,,Starts in 1-3 months,https://www.naukri.com/job-listings-associate-data-analyst-xenonstack-private-ltd-mohali-0-to-1-years-160823500003,2026-04-10 13:10,  Associate Data Analyst,,Mohali,,,,,,,Other
Big data analyst career - Strydo Projects,Strydo Technologies,0-2 Yrs,Not disclosed,Tirupati,"Linux, MS Access, Coding, MySQL, Agile, HTML, Troubleshooting, MATLAB",3+ weeks ago,https://www.naukri.com/job-listings-big-data-analyst-career-strydo-projects-strydo-technologies-tirupati-0-to-2-years-141025503839,2026-04-10 13:10,"Linux, MS Access, Coding, MySQL, Agile, HTML, Troubleshooting, MATLAB  Big data analyst career - Strydo Projects",mysql,Tirupati,,,,0.0,2.0,1.0,Other
Technical Data Analyst,Hewlett Packard Enterprise,9-14 Yrs,Not disclosed,Bengaluru,"SAP, Claims, Networking, Analytical, Data Analyst, Oracle, Business intelligence, SAP BI",3+ weeks ago,https://www.naukri.com/job-listings-technical-data-analyst-hewlett-packard-enterprise-bengaluru-9-to-14-years-120126502013,2026-04-10 13:10,"SAP, Claims, Networking, Analytical, Data Analyst, Oracle, Business intelligence, SAP BI  Technical Data Analyst","data analysis, power bi",Bengaluru,,,,9.0,14.0,11.5,Other
Data Analyst Intern,Thoughtcoders,No fixed duration,Unpaid,Ballia,,Starts in 1-3 months,https://www.naukri.com/job-listings-data-analyst-intern-thoughtcoders-ballia-0-to-3-years-110624502893,2026-04-10 13:10,  Data Analyst Intern,,Ballia,,,,,,,Other
Data Analyst Advanced Analytics,Perceptive Analytics,0-3 Yrs,Not disclosed,Hyderabad,"advanced analytics, Talent acquisition, Analytical, Artificial Intelligence, Machine learning, Data Analyst, Data analytics, Internship",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-advanced-analytics-perceptive-analytics-hyderabad-0-to-3-years-100622500775,2026-04-10 13:10,"advanced analytics, Talent acquisition, Analytical, Artificial Intelligence, Machine learning, Data Analyst, Data analytics, Internship  Data Analyst Advanced Analytics","data analysis, machine learning",Hyderabad,,,,0.0,3.0,1.5,Other
Data Analyst - Intern,Claight Corporation Expert Market Research,0-1 Yrs,Not disclosed,Noida,"Data analysis, Intern, Data Analyst, Analytics, Analysis, Data",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-intern-claight-corporation-expert-market-research-noida-0-to-1-years-100325502618,2026-04-10 13:10,"Data analysis, Intern, Data Analyst, Analytics, Analysis, Data  Data Analyst - Intern",data analysis,Noida,,,,0.0,1.0,0.5,Other
Data Analyst Intern,Neuraltechsoft,3 months duration,Unpaid,Mumbai,,Starts in 1-3 months,https://www.naukri.com/job-listings-data-analyst-intern-neuraltech-soft-mumbai-0-to-3-years-090925500685,2026-04-10 13:10,  Data Analyst Intern,,Mumbai,,,,3.0,3.0,3.0,Other
Data Analyst Intern,Analytics Vidhya,No fixed duration,Unpaid,Gurugram,,Starts in 1-3 months,https://www.naukri.com/job-listings-data-analyst-intern-analytics-vidhya-educon-pvt-ltd-gurugram-0-to-1-years-071025503534,2026-04-10 13:10,  Data Analyst Intern,,Gurugram,,,,,,,Other
Trainee Data Analyst,Global Survey,0-1 Yrs,Not disclosed,Noida,"Data Analyst, Data, Data analysis, Training",3+ weeks ago,https://www.naukri.com/job-listings-trainee-data-analyst-global-survey-solutions-noida-0-to-1-years-051224504780,2026-04-10 13:10,"Data Analyst, Data, Data analysis, Training  Trainee Data Analyst",data analysis,Noida,,,,0.0,1.0,0.5,Other
Associate Data Analyst,Global Survey,0-3 Yrs,Not disclosed,Noida,"Associate Data Analyst, Data",3+ weeks ago,https://www.naukri.com/job-listings-associate-data-analyst-global-survey-solutions-noida-0-to-3-years-051224504776,2026-04-10 13:10,"Associate Data Analyst, Data  Associate Data Analyst",,Noida,,,,0.0,3.0,1.5,Other
Data Analyst Intern,Neuraltechsoft,0-3 Yrs,Not disclosed,Mumbai,"C++, Data analysis, Quantitative research, Analytical, Programming, Data processing, market data, Strategy development",3+ weeks ago,https://www.naukri.com/job-listings-data-analyst-intern-neuraltech-soft-mumbai-0-to-3-years-050925506294,2026-04-10 13:10,"C++, Data analysis, Quantitative research, Analytical, Programming, Data processing, market data, Strategy development  Data Analyst Intern",data analysis,Mumbai,,,,0.0,3.0,1.5,Other
Sr Analyst- Women's Economic Empowerment (MIS and Data Analyst)),IPE Global,6-11 Yrs,Not disclosed,Chennai,"data analytics, data analysis, mis reporting, administration, presentation skills, power bi, vlookup, hrsd",2 weeks ago,https://www.naukri.com/job-listings-sr-analyst-women-s-economic-empowerment-mis-and-data-analyst-ipe-global-pvt-ltd-chennai-6-to-11-years-250326501717,2026-04-10 13:10,"data analytics, data analysis, mis reporting, administration, presentation skills, power bi, vlookup, hrsd  Sr Analyst- Women's Economic Empowerment (MIS and Data Analyst))","data analysis, power bi, presentation, reporting",Chennai,,,,6.0,11.0,8.5,Other
Executive Manager- Data Analyst (Mosaic AI),Pepsico,9-14 Yrs,Not disclosed,Hyderabad,"data analyst, balance sheet, data analysis, business data, teradata, team handling, ai, databricks",1 week ago,https://www.naukri.com/job-listings-executive-manager-data-analyst-mosaic-ai-pepsico-global-business-services-india-llp-hyderabad-9-to-14-years-300326938008,2026-04-10 13:11,"data analyst, balance sheet, data analysis, business data, teradata, team handling, ai, databricks  Executive Manager- Data Analyst (Mosaic AI)","data analysis, databricks",Hyderabad,,,,9.0,14.0,11.5,Other
"Sr. Business Analyst, Global Data Analytics (GDA), Finance Operations",Amazon,5-10 Yrs,Not disclosed,Hyderabad,"Data analysis, Automation, Process optimization, Business expansion, Analytical, Financial analytics, Senior Business Analyst, Business intelligence",3+ weeks ago,https://www.naukri.com/job-listings-sr-business-analyst-global-data-analytics-gda-finance-operations-amazon-development-centre-india-pvt-ltd-hyderabad-5-to-10-years-250226501263,2026-04-10 13:11,"Data analysis, Automation, Process optimization, Business expansion, Analytical, Financial analytics, Senior Business Analyst, Business intelligence  Sr. Business Analyst, Global Data Analytics (GDA), Finance Operations","data analysis, power bi",Hyderabad,,,,5.0,10.0,7.5,Product
AI and DATA- Business Analyst - Banking Domain -Senior,EY,2-6 Yrs,Not disclosed,Chennai,"business analyst, project management, confluence, scrum master, sprint, data lineage, ai, power bi",3 weeks ago,https://www.naukri.com/job-listings-ai-and-data-business-analyst-banking-domain-senior-ernst-young-llp-chennai-2-to-6-years-180326935326,2026-04-10 13:11,"business analyst, project management, confluence, scrum master, sprint, data lineage, ai, power bi  AI and DATA- Business Analyst - Banking Domain -Senior","confluence, power bi",Chennai,,,,2.0,6.0,4.0,Other
"Sr. Business Analyst, Global Data Analytics (GDA), Finance Operations",Amazon,5-10 Yrs,Not disclosed,Hyderabad,"Data analysis, Automation, Process optimization, Business Analyst, Business expansion, Analytical, Financial analytics, Business intelligence",3+ weeks ago,https://www.naukri.com/job-listings-sr-business-analyst-global-data-analytics-gda-finance-operations-amazon-development-centre-india-pvt-ltd-hyderabad-5-to-10-years-241225502802,2026-04-10 13:11,"Data analysis, Automation, Process optimization, Business Analyst, Business expansion, Analytical, Financial analytics, Business intelligence  Sr. Business Analyst, Global Data Analytics (GDA), Finance Operations","data analysis, power bi",Hyderabad,,,,5.0,10.0,7.5,Product
MIS Senior Executive Data Analyst,Lytegen,6-11 Yrs,Not disclosed,Chandigarh,"Data analysis, Performance management, Staffing, MIS, Analytical, Data Analyst, Analytics, RTA",3+ weeks ago,https://www.naukri.com/job-listings-mis-senior-executive-data-analyst-lytegen-chandigarh-6-to-11-years-270226501976,2026-04-10 13:11,"Data analysis, Performance management, Staffing, MIS, Analytical, Data Analyst, Analytics, RTA  MIS Senior Executive Data Analyst",data analysis,Chandigarh,,,,6.0,11.0,8.5,Other
Business Data Analyst,Leading Client,6-11 Yrs,Not disclosed,Hyderabad,"data analyst, python, pharmaceutical, data analytics, business data, process improvement, business intelligence, sales",2 weeks ago,https://www.naukri.com/job-listings-business-data-analyst-ideslabs-private-limited-hyderabad-6-to-11-years-240326914444,2026-04-10 13:11,"data analyst, python, pharmaceutical, data analytics, business data, process improvement, business intelligence, sales  Business Data Analyst","data analysis, power bi, python",Hyderabad,,,,6.0,11.0,8.5,Other
Data Analyst/Business Analyst,Affordplan,2-5 Yrs,4-8 Lacs PA,"Gurugram, Delhi / NCR","Excel Reporting, Business Intelligence Reporting, VLOOKUP, Data Analytics, Analytics, Data analysis, Intelligence, Business analysis",3 weeks ago,https://www.naukri.com/job-listings-data-analyst-business-analyst-affordplan-gurugram-delhi-ncr-2-to-5-years-160326003308,2026-04-10 13:11,"Excel Reporting, Business Intelligence Reporting, VLOOKUP, Data Analytics, Analytics, Data analysis, Intelligence, Business analysis  Data Analyst/Business Analyst","data analysis, excel, power bi, reporting",Gurugram,4.0,8.0,6.0,2.0,5.0,3.5,Other
Project Research Scientist I Non Medical (Senior Data Analyst),Community Empowerment Lab,1-3 Yrs,Not disclosed,"Varanasi, Lucknow","Data analysis, Manager Quality Assurance, Project management, Analytical, MySQL, Data collection, SPSS, Data mining",3+ weeks ago,https://www.naukri.com/job-listings-project-research-scientist-i-non-medical-senior-data-analyst-community-empowrement-lab-varanasi-lucknow-1-to-3-years-030225500988,2026-04-10 13:11,"Data analysis, Manager Quality Assurance, Project management, Analytical, MySQL, Data collection, SPSS, Data mining  Project Research Scientist I Non Medical (Senior Data Analyst)","data analysis, mysql",Varanasi,,,,1.0,3.0,2.0,Other
MIS/Senior Executive - Data Analyst,Lytegen,6-11 Yrs,Not disclosed,Nagar,"Data analysis, Executive, Performance management, Staffing, MIS, Analytical, Data Analyst, Analytics",3+ weeks ago,https://www.naukri.com/job-listings-mis-senior-executive-data-analyst-lytegen-nagar-6-to-11-years-020326503234,2026-04-10 13:11,"Data analysis, Executive, Performance management, Staffing, MIS, Analytical, Data Analyst, Analytics  MIS/Senior Executive - Data Analyst",data analysis,Nagar,,,,6.0,11.0,8.5,Other
